,0
164,46.54000016854542
165,61.569995034577815
166,58.63874165847783
167,56.15613931259632
168,60.75377788395886
169,43.89365608802062
170,56.52462031306424
171,60.4914675403721
172,55.50392882443512
173,50.30075505224906
174,57.368668365059285
175,106.4317378616576
176,105.41466571576488
177,-12.266172866698284
178,-67.50311936626805
179,-14.87622846537858
180,68.89439723401834
181,25.43603608076972
182,129.9510898770399
183,68.59011539176018
184,73.35287923809085
185,72.78896494211837
186,122.69092548181057
187,14.992097989632454
188,68.32475151010749
189,146.49274416363966
190,132.64163439659785
191,110.83857556113514
192,139.20420303151863
193,65.44864551078447
194,175.80695397093223
195,75.2539815481209
196,204.8358027095663
197,94.45241373336972
198,-37.913319715278575
199,131.09338489176582
200,189.54534989170764
201,87.21109729378554
202,66.84223710274651
203,88.19507052697494
204,31.28984745609575
205,22.87124459109897
206,3.576562576563619
207,18.32695597896901
208,7.37462670722578
209,19.647774329604413
210,0.0174580507182971
211,22.047053172985866
212,2.652295464269609
213,20.09991810884799
214,10.81277304764756
215,23.143248710280176
216,9.494673146194913
217,30.772775369877355
218,41.358677698500216
219,21.906615629428018
220,38.03436987561179
221,66.46490037517488
222,10.372974083642037
223,40.51660462669787
224,40.77145614692191
225,29.94418182692289
226,41.536705261588445
227,21.243336426004117
228,26.910094529735662
229,29.41938459392609
230,22.830098299477513
231,3.311528073750841
232,32.77655006756235
233,157.3895690917969
234,231.02434438069665
235,161.80538024902344
236,206.63300018310548
237,220.8964080810547
238,188.57666676839193
239,48.90233688354492
240,155.89856974283853
241,96.90584081013998
242,315.56601969401044
243,281.39207458496094
244,187.2079620361328
245,122.19438985188802
246,29.33477077484131
247,151.57989654541015
248,127.46558583577476
249,59.578783162434895
250,268.0920934041341
251,97.81435775756836
252,105.97173131306968
253,271.7609115600586
254,119.22601903279624
255,141.51787618001302
256,167.7044184366862
257,476.0794606526693
258,221.38355509440103
259,35.590497716267905
260,32.09603525797526
261,47.178205744425455
262,152.16726353963216
263,233.324622853597
264,165.55584284464518
265,208.22799962361657
266,232.2936627705892
267,177.16250025431316
268,47.897959518432614
269,159.35088144938152
270,101.30782750447592
271,332.0211776733398
272,292.50382232666016
273,191.62665023803712
274,125.22752202351889
275,28.381234010060627
276,154.00795110066733
277,132.03047993977864
278,58.90659783681234
279,263.86425806681314
280,101.93395690917968
281,105.31450691223144
282,261.57624969482424
283,120.75033404032388
284,139.15040842692056
285,174.5091318766276
286,476.72338053385414
287,222.48433583577471
288,36.443235079447426
289,32.8909859975179
290,47.037286313374835
